PurchaseOrderID,Product_Dimension_Key,Vendor_Dimension_Key,Date_Dimension_Key,Product_Dimension_Key,DueDate,OrderQty,ReceivedQty,RejectedQty
38,408,,388,408,2012/01/30 00:00:00.000000000,550,550.0,0.0
39,451,,388,451,2012/01/30 00:00:00.000000000,550,550.0,0.0
40,455,,388,455,2012/01/30 00:00:00.000000000,550,550.0,0.0
40,456,,388,456,2012/01/30 00:00:00.000000000,550,550.0,55.0
41,454,,388,454,2012/01/30 00:00:00.000000000,550,550.0,0.0
42,409,,388,409,2012/01/30 00:00:00.000000000,550,550.0,82.0
43,371,,388,371,2012/01/30 00:00:00.000000000,3,3.0,0.0
43,372,,388,372,2012/01/30 00:00:00.000000000,3,3.0,0.0
43,373,,388,373,2012/01/30 00:00:00.000000000,3,3.0,0.0
44,367,,388,367,2012/01/30 00:00:00.000000000,3,3.0,3.0
45,427,,388,427,2012/01/30 00:00:00.000000000,550,550.0,0.0
45,428,,388,428,2012/01/30 00:00:00.000000000,550,523.0,0.0
46,474,,388,474,2012/01/30 00:00:00.000000000,550,468.0,0.0
47,410,,388,410,2012/01/30 00:00:00.000000000,550,550.0,0.0
47,411,,388,411,2012/01/30 00:00:00.000000000,550,550.0,0.0
47,426,,388,426,2012/01/30 00:00:00.000000000,550,550.0,0.0
48,400,,388,400,2012/01/30 00:00:00.000000000,60,60.0,0.0
48,401,,388,401,2012/01/30 00:00:00.000000000,60,60.0,0.0
48,402,,388,402,2012/01/30 00:00:00.000000000,60,60.0,0.0
48,403,,388,403,2012/01/30 00:00:00.000000000,60,60.0,0.0
48,404,,388,404,2012/01/30 00:00:00.000000000,60,60.0,0.0
49,450,71,392,450,2012/02/03 00:00:00.000000000,550,550.0,0.0
50,326,71,392,326,2012/02/03 00:00:00.000000000,3,3.0,0.0
50,327,71,392,327,2012/02/03 00:00:00.000000000,3,3.0,0.0
50,328,71,392,328,2012/02/03 00:00:00.000000000,3,3.0,0.0
51,398,71,392,398,2012/02/03 00:00:00.000000000,3,3.0,0.0
51,399,71,392,399,2012/02/03 00:00:00.000000000,3,3.0,0.0
52,475,71,392,475,2012/02/03 00:00:00.000000000,3,3.0,0.0
53,418,,396,418,2012/02/07 00:00:00.000000000,3,3.0,0.0
54,410,,396,410,2012/02/07 00:00:00.000000000,550,550.0,550.0
54,411,,396,411,2012/02/07 00:00:00.000000000,550,550.0,550.0
55,243,,396,243,2012/02/07 00:00:00.000000000,60,60.0,0.0
56,271,,396,271,2012/02/07 00:00:00.000000000,3,3.0,0.0
56,272,,396,272,2012/02/07 00:00:00.000000000,3,3.0,0.0
56,273,,396,273,2012/02/07 00:00:00.000000000,3,3.0,0.0
56,274,,396,274,2012/02/07 00:00:00.000000000,3,3.0,0.0
57,241,,396,241,2012/02/07 00:00:00.000000000,60,60.0,0.0
57,242,,396,242,2012/02/07 00:00:00.000000000,60,60.0,0.0
58,271,,396,271,2012/02/07 00:00:00.000000000,3,3.0,0.0
58,272,,396,272,2012/02/07 00:00:00.000000000,3,3.0,0.0
58,273,,396,273,2012/02/07 00:00:00.000000000,3,3.0,0.0
58,274,,396,274,2012/02/07 00:00:00.000000000,3,3.0,0.0
58,275,,396,275,2012/02/07 00:00:00.000000000,3,3.0,0.0
59,398,,396,398,2012/02/07 00:00:00.000000000,3,3.0,0.0
60,430,,396,430,2012/02/07 00:00:00.000000000,550,550.0,0.0
61,303,,396,303,2012/02/07 00:00:00.000000000,3,3.0,0.0
61,304,,396,304,2012/02/07 00:00:00.000000000,3,3.0,0.0
61,305,,396,305,2012/02/07 00:00:00.000000000,3,3.0,0.0
61,306,,396,306,2012/02/07 00:00:00.000000000,3,3.0,0.0
62,492,,396,492,2012/02/07 00:00:00.000000000,550,550.0,82.0
62,493,,396,493,2012/02/07 00:00:00.000000000,550,550.0,0.0
63,326,,396,326,2012/02/07 00:00:00.000000000,3,3.0,0.0
63,327,,396,327,2012/02/07 00:00:00.000000000,3,3.0,0.0
63,328,,396,328,2012/02/07 00:00:00.000000000,3,3.0,0.0
64,218,,396,218,2012/02/07 00:00:00.000000000,3,3.0,3.0
64,219,,396,219,2012/02/07 00:00:00.000000000,3,3.0,3.0
65,492,,396,492,2012/02/07 00:00:00.000000000,550,550.0,0.0
65,493,,396,493,2012/02/07 00:00:00.000000000,550,523.0,0.0
66,218,,396,218,2012/02/07 00:00:00.000000000,3,3.0,0.0
66,219,,396,219,2012/02/07 00:00:00.000000000,3,3.0,0.0
66,220,,396,220,2012/02/07 00:00:00.000000000,3,3.0,0.0
66,221,,396,221,2012/02/07 00:00:00.000000000,3,3.0,0.0
67,489,,396,489,2012/02/07 00:00:00.000000000,550,550.0,0.0
67,490,,396,490,2012/02/07 00:00:00.000000000,550,550.0,0.0
67,491,,396,491,2012/02/07 00:00:00.000000000,550,550.0,0.0
68,134,,396,134,2012/02/07 00:00:00.000000000,550,550.0,0.0
69,128,,397,128,2012/02/08 00:00:00.000000000,550,550.0,0.0
69,420,,397,420,2012/02/08 00:00:00.000000000,550,550.0,0.0
70,122,,397,122,2012/02/08 00:00:00.000000000,1250,1250.0,0.0
70,123,,397,123,2012/02/08 00:00:00.000000000,1250,1250.0,125.0
71,112,,397,112,2012/02/08 00:00:00.000000000,3,3.0,0.0
71,115,,397,115,2012/02/08 00:00:00.000000000,3,3.0,0.0
71,116,,397,116,2012/02/08 00:00:00.000000000,60,60.0,3.0
72,491,,397,491,2012/02/08 00:00:00.000000000,550,550.0,82.0
72,498,,397,498,2012/02/08 00:00:00.000000000,550,550.0,0.0
73,113,,412,113,2012/02/23 00:00:00.000000000,60,60.0,0.0
74,494,,412,494,2012/02/23 00:00:00.000000000,550,550.0,550.0
74,495,,412,495,2012/02/23 00:00:00.000000000,550,550.0,550.0
75,109,,412,109,2012/02/23 00:00:00.000000000,550,550.0,0.0
75,110,,412,110,2012/02/23 00:00:00.000000000,550,523.0,0.0
75,111,,412,111,2012/02/23 00:00:00.000000000,550,550.0,0.0
76,489,,412,489,2012/02/23 00:00:00.000000000,550,468.0,0.0
76,490,,412,490,2012/02/23 00:00:00.000000000,550,550.0,0.0
77,111,,412,111,2012/02/23 00:00:00.000000000,550,550.0,0.0
78,252,,412,252,2012/02/23 00:00:00.000000000,3,3.0,0.0
78,253,,412,253,2012/02/23 00:00:00.000000000,3,3.0,0.0
78,254,,412,254,2012/02/23 00:00:00.000000000,3,3.0,0.0
78,255,,412,255,2012/02/23 00:00:00.000000000,3,3.0,0.0
78,256,,412,256,2012/02/23 00:00:00.000000000,3,3.0,0.0
79,2,,412,2,2012/02/23 00:00:00.000000000,3,3.0,0.0
80,1,,412,1,2012/02/23 00:00:00.000000000,3,3.0,0.0
81,254,,412,254,2012/02/23 00:00:00.000000000,3,3.0,0.0
81,255,,412,255,2012/02/23 00:00:00.000000000,3,3.0,0.0
81,256,,412,256,2012/02/23 00:00:00.000000000,3,3.0,0.0
81,257,,412,257,2012/02/23 00:00:00.000000000,3,3.0,0.0
82,481,,412,481,2012/02/23 00:00:00.000000000,550,550.0,82.0
83,9,,412,9,2012/02/23 00:00:00.000000000,3,3.0,0.0
84,429,,412,429,2012/02/23 00:00:00.000000000,550,550.0,550.0
85,430,,412,430,2012/02/23 00:00:00.000000000,550,550.0,0.0
86,109,,412,109,2012/02/23 00:00:00.000000000,550,468.0,0.0
86,110,,412,110,2012/02/23 00:00:00.000000000,550,550.0,0.0
86,111,,412,111,2012/02/23 00:00:00.000000000,550,550.0,0.0
87,308,,412,308,2012/02/23 00:00:00.000000000,3,3.0,0.0
87,309,,412,309,2012/02/23 00:00:00.000000000,3,3.0,0.0
87,310,,412,310,2012/02/23 00:00:00.000000000,3,3.0,0.0
87,311,,412,311,2012/02/23 00:00:00.000000000,3,3.0,0.0
87,312,,412,312,2012/02/23 00:00:00.000000000,3,3.0,0.0
87,313,,412,313,2012/02/23 00:00:00.000000000,3,3.0,0.0
88,331,,412,331,2012/02/23 00:00:00.000000000,3,3.0,0.0
88,332,,412,332,2012/02/23 00:00:00.000000000,3,3.0,0.0
88,333,,412,333,2012/02/23 00:00:00.000000000,3,3.0,0.0
88,334,,412,334,2012/02/23 00:00:00.000000000,3,3.0,0.0
88,335,,412,335,2012/02/23 00:00:00.000000000,3,3.0,0.0
89,112,,426,112,2012/03/08 00:00:00.000000000,3,3.0,0.0
89,115,,426,115,2012/03/08 00:00:00.000000000,3,3.0,0.0
89,116,,426,116,2012/03/08 00:00:00.000000000,60,60.0,0.0
90,346,,426,346,2012/03/08 00:00:00.000000000,3,3.0,0.0
90,347,,426,347,2012/03/08 00:00:00.000000000,3,3.0,0.0
90,348,,426,348,2012/03/08 00:00:00.000000000,3,3.0,0.0
91,413,,426,413,2012/03/08 00:00:00.000000000,550,550.0,0.0
92,112,,426,112,2012/03/08 00:00:00.000000000,3,3.0,0.0
92,115,,426,115,2012/03/08 00:00:00.000000000,3,3.0,0.0
93,417,,430,417,2012/03/12 00:00:00.000000000,3,3.0,0.0
94,406,,430,406,2012/03/12 00:00:00.000000000,3,3.0,3.0
95,117,,430,117,2012/03/12 00:00:00.000000000,3,3.0,0.0
96,450,,430,450,2012/03/12 00:00:00.000000000,550,468.0,0.0
96,451,,430,451,2012/03/12 00:00:00.000000000,550,550.0,0.0
97,400,,440,400,2012/03/22 00:00:00.000000000,60,60.0,0.0
97,401,,440,401,2012/03/22 00:00:00.000000000,60,60.0,0.0
97,402,,440,402,2012/03/22 00:00:00.000000000,60,60.0,0.0
97,403,,440,403,2012/03/22 00:00:00.000000000,60,60.0,0.0
97,404,,440,404,2012/03/22 00:00:00.000000000,60,60.0,0.0
98,457,,440,457,2012/03/22 00:00:00.000000000,550,550.0,0.0
98,458,,440,458,2012/03/22 00:00:00.000000000,550,550.0,0.0
98,459,,440,459,2012/03/22 00:00:00.000000000,550,550.0,0.0
98,460,,440,460,2012/03/22 00:00:00.000000000,550,550.0,0.0
99,423,,440,423,2012/03/22 00:00:00.000000000,60,60.0,0.0
100,130,,440,130,2012/03/22 00:00:00.000000000,550,550.0,0.0
100,138,,440,138,2012/03/22 00:00:00.000000000,550,550.0,55.0
100,421,,440,421,2012/03/22 00:00:00.000000000,550,550.0,0.0
101,424,,440,424,2012/03/22 00:00:00.000000000,550,550.0,0.0
101,425,,440,425,2012/03/22 00:00:00.000000000,550,550.0,0.0
102,240,,440,240,2012/03/22 00:00:00.000000000,550,550.0,82.0
102,412,,440,412,2012/03/22 00:00:00.000000000,550,550.0,0.0
103,421,,440,421,2012/03/22 00:00:00.000000000,550,550.0,0.0
104,424,,440,424,2012/03/22 00:00:00.000000000,550,550.0,550.0
104,425,,440,425,2012/03/22 00:00:00.000000000,550,550.0,550.0
105,399,,440,399,2012/03/22 00:00:00.000000000,3,3.0,0.0
106,224,,440,224,2012/03/22 00:00:00.000000000,3,3.0,0.0
106,225,,440,225,2012/03/22 00:00:00.000000000,3,3.0,0.0
106,226,,440,226,2012/03/22 00:00:00.000000000,3,3.0,0.0
107,407,,440,407,2012/03/22 00:00:00.000000000,550,550.0,0.0
107,408,,440,408,2012/03/22 00:00:00.000000000,550,550.0,0.0
108,276,,440,276,2012/03/22 00:00:00.000000000,3,3.0,0.0
108,277,,440,277,2012/03/22 00:00:00.000000000,3,3.0,0.0
108,278,,440,278,2012/03/22 00:00:00.000000000,3,3.0,0.0
108,279,,440,279,2012/03/22 00:00:00.000000000,3,3.0,0.0
108,280,,440,280,2012/03/22 00:00:00.000000000,3,3.0,0.0
109,387,,440,387,2012/03/22 00:00:00.000000000,550,550.0,0.0
109,388,,440,388,2012/03/22 00:00:00.000000000,550,550.0,0.0
109,389,,440,389,2012/03/22 00:00:00.000000000,550,550.0,0.0
109,390,,440,390,2012/03/22 00:00:00.000000000,550,550.0,0.0
109,391,,440,391,2012/03/22 00:00:00.000000000,550,550.0,0.0
110,302,,440,302,2012/03/22 00:00:00.000000000,3,3.0,0.0
111,429,,440,429,2012/03/22 00:00:00.000000000,550,550.0,0.0
112,306,,440,306,2012/03/22 00:00:00.000000000,3,3.0,0.0
112,307,,440,307,2012/03/22 00:00:00.000000000,3,3.0,0.0
113,461,131,441,461,2012/03/23 00:00:00.000000000,550,550.0,0.0
114,462,131,441,462,2012/03/23 00:00:00.000000000,550,550.0,550.0
115,452,131,441,452,2012/03/23 00:00:00.000000000,550,550.0,0.0
115,453,131,441,453,2012/03/23 00:00:00.000000000,550,523.0,0.0
115,457,131,441,457,2012/03/23 00:00:00.000000000,550,550.0,0.0
116,241,131,441,241,2012/03/23 00:00:00.000000000,60,51.0,0.0
116,242,131,441,242,2012/03/23 00:00:00.000000000,60,60.0,0.0
117,407,131,441,407,2012/03/23 00:00:00.000000000,550,550.0,0.0
117,408,131,441,408,2012/03/23 00:00:00.000000000,550,550.0,0.0
118,451,131,441,451,2012/03/23 00:00:00.000000000,550,550.0,0.0
119,455,131,441,455,2012/03/23 00:00:00.000000000,550,550.0,0.0
119,456,131,441,456,2012/03/23 00:00:00.000000000,550,550.0,0.0
120,454,131,441,454,2012/03/23 00:00:00.000000000,550,550.0,0.0
121,409,131,441,409,2012/03/23 00:00:00.000000000,550,550.0,0.0
122,374,131,441,374,2012/03/23 00:00:00.000000000,3,3.0,0.0
122,375,131,441,375,2012/03/23 00:00:00.000000000,3,3.0,0.0
123,367,131,441,367,2012/03/23 00:00:00.000000000,3,3.0,0.0
124,427,131,441,427,2012/03/23 00:00:00.000000000,550,550.0,550.0
124,428,131,441,428,2012/03/23 00:00:00.000000000,550,550.0,550.0
125,474,131,441,474,2012/03/23 00:00:00.000000000,550,550.0,0.0
126,410,131,441,410,2012/03/23 00:00:00.000000000,550,468.0,0.0
126,411,131,441,411,2012/03/23 00:00:00.000000000,550,550.0,0.0
126,426,131,441,426,2012/03/23 00:00:00.000000000,550,550.0,0.0
127,400,131,441,400,2012/03/23 00:00:00.000000000,60,60.0,0.0
127,401,131,441,401,2012/03/23 00:00:00.000000000,60,60.0,0.0
127,402,131,441,402,2012/03/23 00:00:00.000000000,60,60.0,0.0
127,403,131,441,403,2012/03/23 00:00:00.000000000,60,60.0,0.0
127,404,131,441,404,2012/03/23 00:00:00.000000000,60,60.0,0.0
128,450,131,441,450,2012/03/23 00:00:00.000000000,550,550.0,0.0
129,329,,446,329,2012/03/28 00:00:00.000000000,3,3.0,0.0
129,330,,446,330,2012/03/28 00:00:00.000000000,3,3.0,0.0
129,331,,446,331,2012/03/28 00:00:00.000000000,3,3.0,0.0
129,332,,446,332,2012/03/28 00:00:00.000000000,3,3.0,0.0
129,333,,446,333,2012/03/28 00:00:00.000000000,3,3.0,0.0
130,398,,446,398,2012/03/28 00:00:00.000000000,3,3.0,0.0
130,399,,446,399,2012/03/28 00:00:00.000000000,3,3.0,0.0
131,475,,446,475,2012/03/28 00:00:00.000000000,3,3.0,0.0
132,418,,446,418,2012/03/28 00:00:00.000000000,3,3.0,0.0
133,410,,460,410,2012/04/11 00:00:00.000000000,550,550.0,0.0
133,411,,460,411,2012/04/11 00:00:00.000000000,550,550.0,0.0
134,243,,460,243,2012/04/11 00:00:00.000000000,60,60.0,60.0
135,275,,460,275,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,276,,460,276,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,277,,460,277,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,342,,460,342,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,343,,460,343,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,344,,460,344,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,345,,460,345,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,346,,460,346,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,347,,460,347,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,348,,460,348,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,349,,460,349,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,350,,460,350,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,351,,460,351,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,352,,460,352,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,353,,460,353,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,354,,460,354,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,355,,460,355,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,356,,460,356,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,357,,460,357,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,358,,460,358,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,359,,460,359,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,360,,460,360,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,361,,460,361,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,362,,460,362,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,363,,460,363,2012/04/11 00:00:00.000000000,3,3.0,0.0
135,364,,460,364,2012/04/11 00:00:00.000000000,3,3.0,0.0
136,241,,460,241,2012/04/11 00:00:00.000000000,60,51.0,0.0
136,242,,460,242,2012/04/11 00:00:00.000000000,60,60.0,0.0
137,276,,474,276,2012/04/25 00:00:00.000000000,3,3.0,0.0
137,277,,474,277,2012/04/25 00:00:00.000000000,3,3.0,0.0
137,278,,474,278,2012/04/25 00:00:00.000000000,3,3.0,0.0
137,279,,474,279,2012/04/25 00:00:00.000000000,3,3.0,0.0
137,280,,474,280,2012/04/25 00:00:00.000000000,3,3.0,0.0
137,281,,474,281,2012/04/25 00:00:00.000000000,3,3.0,0.0
138,398,,474,398,2012/04/25 00:00:00.000000000,3,3.0,0.0
139,430,,474,430,2012/04/25 00:00:00.000000000,550,550.0,0.0
140,307,,474,307,2012/04/25 00:00:00.000000000,3,3.0,0.0
140,308,,474,308,2012/04/25 00:00:00.000000000,3,3.0,0.0
140,309,,474,309,2012/04/25 00:00:00.000000000,3,3.0,0.0
141,494,,474,494,2012/04/25 00:00:00.000000000,550,550.0,0.0
141,495,,474,495,2012/04/25 00:00:00.000000000,550,550.0,0.0
142,329,,474,329,2012/04/25 00:00:00.000000000,3,3.0,0.0
142,330,,474,330,2012/04/25 00:00:00.000000000,3,3.0,0.0
143,220,,474,220,2012/04/25 00:00:00.000000000,3,3.0,0.0
143,221,,474,221,2012/04/25 00:00:00.000000000,3,3.0,0.0
143,222,,474,222,2012/04/25 00:00:00.000000000,3,3.0,0.0
144,492,,474,492,2012/04/25 00:00:00.000000000,550,550.0,550.0
144,493,,474,493,2012/04/25 00:00:00.000000000,550,550.0,550.0
145,222,,474,222,2012/04/25 00:00:00.000000000,3,3.0,0.0
145,223,,474,223,2012/04/25 00:00:00.000000000,3,3.0,0.0
145,224,,474,224,2012/04/25 00:00:00.000000000,3,3.0,0.0
145,225,,474,225,2012/04/25 00:00:00.000000000,3,3.0,0.0
145,226,,474,226,2012/04/25 00:00:00.000000000,3,3.0,0.0
146,489,,474,489,2012/04/25 00:00:00.000000000,550,468.0,0.0
146,490,,474,490,2012/04/25 00:00:00.000000000,550,550.0,0.0
146,491,,474,491,2012/04/25 00:00:00.000000000,550,550.0,0.0
147,134,,474,134,2012/04/25 00:00:00.000000000,550,550.0,0.0
148,128,,474,128,2012/04/25 00:00:00.000000000,550,550.0,0.0
148,420,,474,420,2012/04/25 00:00:00.000000000,550,550.0,0.0
149,122,,474,122,2012/04/25 00:00:00.000000000,1250,1250.0,0.0
149,123,,474,123,2012/04/25 00:00:00.000000000,1250,1250.0,0.0
150,112,,474,112,2012/04/25 00:00:00.000000000,3,3.0,0.0
150,115,,474,115,2012/04/25 00:00:00.000000000,3,3.0,0.0
150,116,,474,116,2012/04/25 00:00:00.000000000,60,60.0,0.0
151,491,,474,491,2012/04/25 00:00:00.000000000,550,550.0,0.0
151,498,,474,498,2012/04/25 00:00:00.000000000,550,550.0,0.0
152,113,,474,113,2012/04/25 00:00:00.000000000,60,60.0,9.0
153,499,,495,499,2012/05/16 00:00:00.000000000,550,550.0,0.0
153,500,,495,500,2012/05/16 00:00:00.000000000,550,550.0,0.0
154,109,,495,109,2012/05/16 00:00:00.000000000,550,550.0,550.0
154,110,,495,110,2012/05/16 00:00:00.000000000,550,550.0,550.0
155,489,,495,489,2012/05/16 00:00:00.000000000,550,550.0,0.0
155,490,,495,490,2012/05/16 00:00:00.000000000,550,523.0,0.0
156,111,,495,111,2012/05/16 00:00:00.000000000,550,468.0,0.0
157,257,,523,257,2012/06/13 00:00:00.000000000,3,3.0,0.0
157,258,,523,258,2012/06/13 00:00:00.000000000,3,3.0,0.0
157,259,,523,259,2012/06/13 00:00:00.000000000,3,3.0,0.0
157,260,,523,260,2012/06/13 00:00:00.000000000,3,3.0,0.0
157,261,,523,261,2012/06/13 00:00:00.000000000,3,3.0,0.0
157,262,,523,262,2012/06/13 00:00:00.000000000,3,3.0,0.0
158,2,,523,2,2012/06/13 00:00:00.000000000,3,3.0,0.0
159,1,,523,1,2012/06/13 00:00:00.000000000,3,3.0,0.0
160,258,,523,258,2012/06/13 00:00:00.000000000,3,3.0,0.0
160,259,,523,259,2012/06/13 00:00:00.000000000,3,3.0,0.0
160,260,,523,260,2012/06/13 00:00:00.000000000,3,3.0,0.0
